Ano,title,Rating,Duração,Taxa_Liked_Watched,Id,atributos
2009,Belair,3.4,81,0.16,1055,"Belair Bruno Safadi Between February an May of 1970, Julio Bresane and Rogerio Sganzerla made 7 films for their company Belair that were forbidden by the Brazilian censorship that reveal today images of an unique freedom. documentary -- --"
2019,‘Legalidade’,2.8,122,0.13,1056,"Resistance Zeca Brito Brazil, 1961. In the underground of the Piratini Palace, the governor of Rio Grande do Sul, Leonel Brizola, awaits a bombing by the Brazilian armed forces. The country is on the verge of a civil war, following the resignation of president Jânio Quadros and the movement to keep vice-president João Goulart from taking office. Using the radio transmitter from his improvised bunker, Brizola sets up the Legality movement, to ensure Goulart’s right to the presidential chair. Caught in the crossfire, two brothers who are in love with the same woman unite to fight alongside Brizola. × drama history romance"
2009,‘Meu Amigo Claudia’,3.9,86,0.24,1057,"My Buddy Claudia Dácio Pinheiro In this bio-documentary, you will get to know Claudia Wonder, a Brazilian transsexual at the forefront of LGBT rights activism and alternative music scene for more than thirty years. documentary -- --"
2018,‘O Paciente - O Caso Tancredo Neves’,2.8,100,0.1,1058,"The Patient Sérgio Rezende The true story of Tancredo Neves, the first civilian president of Brazil after a 20-year military dictatorship, and the infamous hospitalization which led to his death before he ever managed to take office. history drama --"
2018,Christabel,3.1,113,0.18,1059,"Christabel Alex Levy Heller A new look at the poem, “Christabel” (1816), by the British S. T. Coleridge. The only daughter of a rural worker, Christabel meets Geraldine, a mysterious woman who claims to have been attacked by men and needs help. In her innocence and purity, Christabel welcomes Geraldine into her father’s house. From then on, the two protagonists relate in a way that Geraldine has a great influence on Christabel, destabilizing her convictions and promoting rupture of the traditions, but that bring a feeling of passion and freedom never experienced by her. In this adaptation, instead of England, the history takes place in the rural zone, in the middle of the closed Goian; The character Geraldine is a mysterious, free and independent woman who appears to swing the established structure and pre-framed relationships, which weigh on Christabel and her father. × romance fantasy --"
1987,Mônica e a Sereia do Rio,3.3,57,0.1,1060,"Mônica e a Sereia do Rio Mauricio de Sousa Four animated stories featuring Mônica and her friends, interspersed with live scenes directed by Khouri, featuring the singer Tetê Espíndola. comedy family fantasy"
2016,‘Canção da Volta’,3.1,98,0.12,1061,"Ballad of Return Gustavo Rosa de Moura One day, Eduardo arrives at his house and discovers that Julia, his wife, tried to commit suicide. She left her husband and two children without saying goodbye. After some time, she comes back home. He tries everything to set her straight, but the impossibility of knowing her fully grieves him. The shadow of the suicide and the inevitable ghost of a new chance hover over their heads. Eduardo insists on understanding his wife, but an increasing jealousy and an unexpected discovery of her past torture him. He does not realize that, most of the time, the search for control easily becomes an obsession. × drama -- --"
2010,‘Boca do Lixo’,2.7,100,0.08,1062,"Boca Flávio Frederico Adapted from his autobiography, the film recounts the story of Hiroito, The King of Boca do Lixo (a region in downtown São Paulo of the fifties where various nightclubs, strip joints, prostitution, bars, and drugs can be found). Hiroito was a well born bohemian and at the age of 21 was accused for the murder of his father, who was violently stabbed over 40 times with a razor. Hiroito was not charged, however two months after the death of his father, Hiroito bought two guns and moved to Boca do Lixo and became one of the most dangerous criminals of the region. × crime drama action"
2019,A Mulher da Luz Própria,3.4,75,0.22,1063,"A Mulher da Luz Própria Sinai Sganzerla Helena Ignez is one of the main female figures of Brazilian cinema. She developed a new style of acting. Nowadays, she directs independent films. The documentary tells some of the History of Brazilian cinema, its political context and Helena’s trajectory. documentary -- --"
2009,‘Terras’,3.5,74,0.23,1064,"Lands Maya Da-Rin On the triple frontier between Brazil, Colombia and Peru, the twin towns of Letícia and Tabatinga form an urban island surrounded by the Amazon rain-forest. Following the ordinary events and the constant come and go of people along the border, Terras portrays the presence and the influence of the frontier on the lives of its inhabitants. documentary -- --"
1978,‘Crônica de um Industrial’,3.7,87,0.23,1065,"Chronicle of an Industrial Luiz Rosemberg Filho After a life of richness, a conservative industrialist blames himself for abandoning his youth’s left values. In existential misery, he keeps looking for a possible personal redemption after a foreign company buys his business. His life breaks into pieces. drama -- --"
2017,"Ninguém Entra, Ninguém Sai",2.0,89,0.05,1066,"Ninguém Entra, Ninguém Sai Hsu Chien Hsin At a Rio de Janeiro motel, an unexpected emergency places all the guests under quarantine. The problem? Not everyone is supposed to be there. comedy -- --"
1980,‘Contos Eróticos’,3.3,100,0.07,1067,"Erotic Stories Roberto Santos Comedy in 4 segments. In “Arroz e Feijão” (Rice and Beans), owner of a boarding-house seduces her young countryboy tenant. In “As Três Virgens” (The Three Virgins) three spinsters are influenced by the behaviour of their teenager niece, whom they are lodging. In “O Arremate” (The Purchase) a colonist turns his virgin daughter in to a landowner, to have his debts forgiven. And, finally, in “Vereda Tropical” (Tropical Trail), a man becomes sexually obsessed by a watermelon, to the point of having sexual intercourse with it. The stories are based on prize-winner short stories, from a Playboy contest. × comedy -- --"
1986,‘O Cinema Falado’,3.4,112,0.23,1068,"Talking Cinema Caetano Veloso A fragmented style, patchwork of interviews with Caetano Veloso’s friends, mixed with conversations, thoughts, scenes of dance and literature excerpts. fantasy -- --"
1979,Muito Prazer,3.6,94,0.27,1069,"Muito Prazer David Neves Two contrasting social groups get in touch: three architects and three street urchins, all struggling for survival. drama -- --"
2020,‘Afonso Padilha: Alma de Pobre’,3.4,63,0.15,1070,Afonso Padilha: Classless Júnior Carelli Brazilian comedian Afonso Padilha dives into his humble beginnings and digs out hilarious stories about his childhood in this very personal set. comedy -- --
1987,"‘Ele, o Boto’",2.9,108,0.11,1071,"The Dolphin Walter Lima Jr. According to an Amazonian legend, every month, during the full moon, a Brazilian fishing village receives a mysterious guest: the Boto, who transforms into a human to seduce and be loved by women and hated by men. One of her conquests is the daughter of a fisherman, who has a son with the Boto. He constantly reappears to seduce her, and even when she marries, he continues to look for her. This provokes the ire of the husband, who wants to kill him anyway. drama fantasy --"
2018,"Com a Palavra, Arnaldo Antunes",3.7,80,0.22,1072,"Com a Palavra, Arnaldo Antunes Marcelo Machado From his origins as a poet to his success as a singer and composer, Arnaldo Antunes revisits the most remarkable moments of his career. documentary -- --"
2017,A Menina Índigo,2.6,99,0.09,1073,"A Menina Índigo Wagner de Assis Unlike the other children, Sophie discovers in the midst of her abilities to paint the gift of being able to cure illnesses. The news spreads and reaches the hands of a tabloid journalist. To protect the girl, her separated parents need to unite. drama -- --"
1973,‘Megalópolis’,3.5,10,0.15,1074,"Megalopolis Leon Hirszman An analysis of the phenomenon of accelerated urbanization in Brazil, and more particularly in Rio de Janeiro and Sao Paulo. documentary -- --"
2021,A Praia do Fim do Mundo,3.6,88,0.31,1075,"A Praia do Fim do Mundo Petrus Cariry Young Alice lives with her mother Helena in Ciarema, in a house facing the sea. The residence suffers from the advance of the sea levels. The daughter, an environmentalist, plans to move elsewhere, but the mother wants to stay in town. They need to find a solution together. drama mystery fantasy"
2016,A Luta do Século,3.7,78,0.28,1076,"A Luta do Século Sérgio Machado The documentary recounts the trajectory of the boxers Reginaldo “Holyfield” and Luciano “Todo Duro”, who found in boxing a way to escape misery and became two of the greatest idols in the sport. The rivalry between them mobilized the states of Bahia and Pernambuco in the 1990s. For more than 20 years they both hated each other so much that they could not share the same space without attacking each other. They faced each other 6 times, with 3 wins for each side. During the filming, the enemies, already over 50, decided to face each other for the last time. × documentary -- --"
